Original File,Chunk Number,Featured Wave,is Filler
clean_15.wav,0,"[[ 2.12066365e+01  1.42943673e+00  9.59605893e-03  1.16655071e-01]
 [-7.43691085e+00  4.45566984e+00 -3.00924479e-02 -3.08040311e-01]
 [-1.31116782e+00 -2.81905665e+00 -6.09072558e-01 -4.53207474e-01]
 [-5.04335029e+00 -2.04588567e-01 -6.76287584e-02  1.30109280e+00]
 [-7.17995831e-01 -7.82998044e-02 -1.83478371e-01  5.65655805e-01]
 [-9.78265508e-01 -1.44013266e+00  1.46870144e+00 -2.54191040e-01]
 [-1.93043464e+00  6.55744365e-01 -1.44660162e-01 -2.66081114e-01]
 [-5.84309877e-01 -4.58858293e-01 -1.00369529e+00  1.41949175e-01]
 [ 1.94124041e+00 -9.74826588e-01 -2.04771565e-01 -4.40065048e-02]
 [-1.04420853e+00  6.85860171e-01  7.42473848e-01 -1.20588032e-01]
 [ 1.34310522e+00 -3.49970336e-01  2.98179711e-01  2.10201395e-01]
 [-5.39126904e-01 -1.75667680e-01 -7.57385871e-01 -5.31055259e-01]
 [-2.42195841e-01  3.72920702e-01  8.82143617e-02  1.95638956e-02]
 [-9.93969843e-01 -6.98679386e-01  5.73538134e-01 -1.49300252e-01]
 [-1.03368869e+00  4.93743797e-01 -3.75118281e-01 -8.35585663e-02]
 [-7.97853003e-01 -4.44537874e-01  8.73594032e-02  1.61620662e-01]
 [-2.89895331e-01 -3.69498610e-01  2.46984081e-02 -4.17819309e-01]
 [-9.15516790e-01 -5.70714515e-02  2.56285791e-01  4.01846082e-01]
 [ 5.20455063e-01 -1.31369686e-02 -2.67799074e-01  7.83898511e-02]
 [-1.15254742e+00 -9.05073482e-03  9.46552214e-02 -3.69126870e-01]]",0
clean_15.wav,1,"[[ 1.30804360e+01  6.74965286e-01 -3.63749563e-01  3.22388872e-02]
 [-5.98389523e+00  1.80480799e+00  6.12914325e-02  3.11382848e-03]
 [ 4.58487516e-01 -1.45147634e+00  5.23297897e-01 -8.74876399e-02]
 [-2.92952273e+00 -1.48360383e+00 -7.18719547e-01  5.81590904e-02]
 [-1.23553708e+00  9.81742190e-02 -6.67383154e-01 -5.09553979e-02]
 [ 2.25515190e-01  1.23864985e-01  5.77267757e-01 -3.17500343e-01]
 [ 4.98379720e-02 -5.32248302e-01  1.07226922e-01  3.45300456e-01]
 [-1.17568036e-01 -6.60281334e-01  9.78017641e-02  7.67429765e-02]
 [ 1.39166901e+00  1.18287948e-01  4.92006446e-01  5.24092374e-02]
 [-1.27283245e+00  4.42120795e-01 -6.85794709e-02  1.36351613e-01]
 [ 2.23243804e-01  2.44886065e-01  7.37229586e-01  1.68399793e-01]
 [-1.06593458e-01 -1.75838977e-01  3.74633792e-02 -1.12920145e-02]
 [-1.22090911e+00  8.76308039e-01 -3.45360246e-01  3.25466390e-02]
 [-2.18885774e-01  7.43147095e-03 -1.68759256e-01  5.73300257e-02]
 [-1.29755905e+00  2.13109485e-01  5.19556522e-02  1.65651857e-01]
 [-1.80268442e-01 -2.71670266e-01 -3.06215008e-01 -2.67773713e-01]
 [ 3.01230219e-01  2.51867372e-01 -6.94124381e-02 -1.50106034e-01]
 [-1.02354416e+00 -9.35005052e-02 -3.84501461e-01 -3.94087802e-02]
 [ 5.84958782e-01 -2.67803751e-01  2.86030417e-01 -4.17482640e-02]
 [-7.28263014e-01  8.05996491e-02  1.21108892e-01 -1.61972215e-01]]",0
clean_15.wav,10,"[[ 9.47133964e+00 -7.73688267e-01  1.24253585e-01 -3.21336131e-02]
 [-6.00208336e+00 -9.55377778e-01 -2.55527165e-01 -3.23959296e-02]
 [ 1.49141871e-01  9.85328349e-01 -2.26087089e-01 -4.71815503e-02]
 [-2.87934626e-01  1.03979605e+00  5.53251891e-01  1.33813656e-02]
 [-8.62952691e-01 -7.52241610e-02  3.50886873e-01  9.86129840e-03]
 [-8.81939147e-01 -1.29257076e-01  8.57808887e-02 -6.46042578e-02]
 [ 2.36995951e-01  1.45189672e-01 -3.11128603e-01  2.44552472e-02]
 [ 1.67109864e-01  1.48777161e-02 -2.96063326e-01  1.21745160e-01]
 [ 1.28006875e+00  3.98463457e-01 -4.41545802e-01 -6.59413872e-02]
 [-1.23429028e+00 -2.18808436e-01  5.38259187e-01 -3.36227846e-03]
 [ 2.04627972e-01 -1.13705900e-01 -7.74439286e-02  1.79995697e-01]
 [ 6.04001467e-01  8.69934485e-03 -1.31755604e-01  2.81631563e-02]
 [-1.25675892e+00 -4.71525518e-01  2.55891981e-01 -2.13226898e-02]
 [-2.84183356e-01 -7.28219042e-02 -1.75825720e-01 -7.25781748e-02]
 [-5.25463837e-01  7.86096447e-02  3.70916830e-02 -1.05636330e-01]
 [ 8.30337317e-02  9.50207123e-02  9.14973816e-03  2.07812225e-03]
 [-3.72484501e-01 -1.07244822e-01 -7.75070739e-02  1.76149473e-02]
 [-5.12991389e-01  1.79452504e-01  3.13087921e-01  3.56112987e-02]
 [ 6.02782930e-01  1.89953594e-01 -3.62107823e-01  1.19461325e-03]
 [-5.78020070e-01 -2.17737178e-01  8.73383865e-02  1.10553055e-02]]",0
clean_15.wav,10,"[[ 8.80378436e+00 -7.11226947e-01  2.27568635e-01 -3.73763070e-02]
 [-7.70426988e+00 -8.85475307e-02  2.66866048e-01 -3.70407816e-02]
 [ 2.36384072e+00  1.38644004e+00 -7.30385653e-02 -6.28031440e-02]
 [-1.97844603e+00 -4.05269988e-01 -1.44039702e-02 -5.34684793e-02]
 [ 2.21723792e+00  4.47568404e-01  8.79530414e-02  4.08756496e-03]
 [-2.94605808e-01 -3.17256778e-01 -1.91301257e-01 -5.16545065e-02]
 [-1.13498810e+00  2.23086483e-02  8.76824191e-02  3.99300772e-02]
 [ 6.73381611e-01  4.54436994e-02 -3.82015485e-02  1.11722476e-01]
 [ 3.11453693e-01 -8.19147928e-02 -3.32411542e-02 -5.77889085e-02]
 [ 4.58392934e-01 -1.53348177e-01 -1.95157835e-01  7.23049354e-02]
 [-8.09130905e-01 -4.92320907e-01 -1.80336151e-01 -4.38757026e-03]
 [-7.61342188e-01 -1.06246110e-01 -1.03638577e-01 -4.65608857e-02]
 [-6.64592446e-01 -9.86670655e-02 -4.91992113e-02 -3.08373712e-02]
 [-8.06757877e-01  6.77713815e-02  1.34035616e-01  3.48777319e-02]
 [-7.78971926e-02  2.28588933e-01  3.47689837e-02  5.64179383e-02]
 [ 6.83290116e-02 -4.86584419e-02  1.53331472e-02  6.29826585e-02]
 [-1.27638250e-01  7.74092264e-02 -4.17811227e-02 -6.64864097e-02]
 [-6.99809308e-01 -4.17235064e-02 -2.34416539e-02  3.68866815e-02]
 [ 4.97672038e-02  2.20629860e-01  1.45187589e-01  3.60744353e-03]
 [ 1.13290528e-01  4.90200567e-02 -5.56544328e-02  2.55868561e-02]]",0
clean_15.wav,10,"[[ 1.41456551e+01 -1.89391240e-01 -6.31863544e-01 -9.33333866e-02]
 [-8.19242980e+00 -1.80847164e+00 -4.17135917e-01  3.20338170e-02]
 [ 1.93249621e+00  7.48341148e-02  1.04854869e+00  2.25858746e-01]
 [-5.16645627e+00  2.47108151e+00 -5.42935317e-01 -6.27337650e-02]
 [ 1.02856457e+00  2.38259310e-01  6.29187643e-01 -2.84132140e-01]
 [-1.32010680e-01 -9.39742521e-01  1.84979213e-01 -3.67120522e-02]
 [-4.45921746e-01 -1.09682291e+00 -2.23729299e-01 -1.21223828e-02]
 [-1.98747635e-01  1.32943321e-01  2.50295208e-01 -2.56266503e-01]
 [-1.54005514e-01 -4.72869821e-01 -1.37344009e-01 -7.77060446e-03]
 [ 6.39554902e-01  1.30585142e-01 -1.89684317e-01  5.97459543e-01]
 [-8.76686440e-01  2.26206354e-01  3.49461659e-02  7.69186712e-02]
 [-6.05636556e-01 -3.56624242e-01 -2.03156079e-01 -2.07224504e-01]
 [-3.44187071e-01  2.36397133e-01 -8.76986011e-02 -9.51618633e-03]
 [-6.13296208e-01  1.70088600e-01  3.72331747e-03 -2.43314710e-01]
 [-5.70723939e-01  4.04225172e-01  2.90527208e-02 -7.24683131e-02]
 [ 5.17501979e-01  3.12341866e-01  1.51651335e-02  4.31179830e-01]
 [ 7.10245136e-02  1.32013471e-01  1.64229286e-01 -1.24546009e-02]
 [-9.71484408e-01  1.13757898e-01  2.99905429e-02 -2.20803248e-01]
 [ 3.58974235e-01 -9.10726323e-02  5.25321708e-02  5.99044571e-02]
 [-4.22185290e-01  3.12261112e-01 -9.10300623e-03  9.54973332e-02]]",0
clean_15.wav,10,"[[ 8.40551427e+00  7.64904925e-01 -1.61744027e-01  1.15538887e-03]
 [-7.56137278e+00  6.90360540e-01  8.09871043e-02 -1.18982635e-02]
 [ 2.18605585e+00 -6.30542441e-01  4.50392691e-01 -9.34631409e-02]
 [-9.73825923e-01 -6.29075236e-01 -4.33479769e-01  7.11200557e-02]
 [-3.13354676e-01 -2.79061221e-01 -1.05446113e-01 -4.83960159e-03]
 [ 4.21766094e-02  1.59479452e-01 -5.42697876e-02 -5.30995469e-02]
 [ 1.91958006e-01  1.63444954e-01  2.71584056e-01  1.10094576e-01]
 [ 1.15307725e+00 -3.01367307e-01  2.77294964e-01  4.33206373e-02]
 [-8.07466356e-01  1.33692120e-01 -2.58155032e-01 -8.72366459e-02]
 [-4.52911048e-01  3.96749923e-02  4.41145390e-02  2.05186631e-03]
 [ 3.44804836e-01  3.61745068e-02  4.55069131e-02  5.82450459e-02]
 [-6.82881262e-01  2.35068304e-01  1.78254449e-01 -1.84189882e-03]
 [-2.37744036e-01 -3.05554413e-01 -2.66899827e-01 -1.65091198e-02]
 [-3.29734101e-01  2.12264328e-02 -1.40996772e-01 -8.42265425e-03]
 [-1.58679933e-01 -2.92352325e-02  1.69405817e-02 -1.08989515e-02]
 [-1.44003991e-01  1.01952195e-02 -3.06118485e-02  7.65981158e-02]
 [-1.68968077e-01 -6.64394906e-02  1.00542296e-01  9.31870508e-03]
 [-1.27335207e-01 -1.23911006e-01 -5.27083617e-02 -3.47783826e-02]
 [-2.91800609e-02 -2.00375860e-02 -2.68731494e-02 -1.30861877e-02]
 [-3.36129382e-01  1.31002484e-01  6.55670915e-02 -3.58299977e-02]]",0
clean_15.wav,10,"[[ 9.26078085e+00 -1.36444430e-03 -7.04419161e-02  6.97821708e-03]
 [ 1.48372724e+00  1.58729959e-01  1.63478056e-01 -4.62428676e-02]
 [-2.23562993e+00  1.64864044e-01 -1.25503834e-01  7.35384492e-03]
 [-7.79405075e-01 -6.17947650e-02  2.11384497e-02  1.94020401e-02]
 [-1.46398139e-01 -1.94874981e-02  2.85508862e-02 -1.85398180e-02]
 [-1.56659206e+00 -6.44207016e-03 -1.07771640e-02  3.30290199e-02]
 [ 1.40829830e-01 -8.49643411e-02  7.40978737e-02  6.91897298e-02]
 [-8.60593293e-01 -1.05707680e-01  2.68772990e-02 -5.18256521e-02]
 [-1.96519098e-01  4.69684716e-02  8.20300538e-03  2.39065962e-02]
 [-8.71117826e-01  1.44791467e-01 -8.80349258e-02 -2.01904984e-02]
 [-2.62127379e-01 -2.01599346e-02  5.74162207e-02  3.23091411e-02]
 [-2.74021522e-01 -8.75747153e-04  3.34888791e-02 -4.78730249e-04]
 [-7.40306542e-01 -9.94768735e-02 -9.06943351e-02 -1.58416450e-02]
 [-5.94117079e-01 -2.24846187e-02 -1.44116599e-01  1.34593947e-02]
 [-5.71588484e-01 -1.26792227e-01  3.74860219e-02 -4.26406977e-02]
 [-3.44419329e-01  5.36849146e-02  8.34530466e-02  2.14198519e-02]
 [-3.39064592e-01  1.23948979e-01 -1.29970848e-02 -2.43005821e-02]
 [-5.63635571e-01  5.68425351e-02  4.69128705e-02  2.30028310e-02]
 [-1.57734362e-01 -3.57462614e-02 -2.03075162e-03 -7.92094874e-03]
 [-3.82067641e-01 -1.64533909e-01 -3.65059981e-02 -2.20692267e-02]]",0
clean_15.wav,10,"[[ 7.65333497e+00  1.24938631e-01  1.02719953e-01  1.29907436e-02]
 [-2.56151684e+00  1.76458171e-01  2.22223506e-02  4.14917789e-02]
 [-1.51019756e-01 -1.32685879e-01 -1.72498217e-01  3.26941927e-02]
 [-3.58308186e+00  1.49062447e-01  1.91773894e-01  3.13800900e-03]
 [-4.50228504e-01 -1.89754069e-01 -6.09964793e-02  3.17922216e-04]
 [ 1.11516576e-01  6.51273909e-02 -9.06205868e-02 -9.83844100e-03]
 [-5.50889003e-01  2.31594718e-01 -8.20149862e-02 -1.50296250e-02]
 [ 3.33922779e-01 -9.79434449e-02  5.50157842e-02  1.20319694e-02]
 [-1.65100639e-02 -9.38581929e-02  1.73031237e-01 -1.39726211e-02]
 [ 4.39379960e-01  4.12519951e-02 -1.15663214e-01 -1.02689899e-02]
 [-3.10232240e-01 -5.05386934e-02  4.17911936e-02 -1.46911252e-03]
 [ 8.17269879e-02 -9.15068121e-03 -7.77745805e-02  1.41331909e-03]
 [ 1.48041552e-01 -1.32444845e-01  2.57157470e-02  3.68963624e-03]
 [-5.57063224e-01  2.25006659e-02  2.37121697e-02 -1.45292012e-02]
 [-1.49991473e-01  4.87230575e-04 -5.57540979e-02 -2.16236267e-02]
 [ 1.03611827e-01 -1.16505750e-02 -1.00312967e-02  2.35684354e-03]
 [ 1.84407691e-01  7.34915429e-02 -1.04537428e-01  5.03183914e-03]
 [-3.06272122e-01 -9.94939345e-02  1.18532521e-01  4.96251387e-03]
 [-3.13976453e-02  1.71798867e-02 -3.48697895e-02 -2.46603272e-02]
 [-3.87739609e-01 -8.45723640e-02  5.02458253e-02 -8.72682300e-03]]",0
clean_15.wav,10,"[[ 1.04659335e+01  7.39019788e-01  1.23784868e-01  4.07335753e-02]
 [-4.14136961e+00  5.59711490e-02  7.39241323e-01  1.60870639e-01]
 [-1.55761688e-01 -1.15167513e+00 -2.25019893e-01 -7.22953475e-02]
 [-4.93671948e+00  1.52898420e+00 -2.84199420e-01 -4.85533402e-02]
 [ 1.17013290e-01 -2.84569321e-01  3.51416372e-01 -1.28057834e-01]
 [ 4.84276576e-01 -3.85953820e-01  6.67978641e-02 -5.31930597e-03]
 [-8.07073547e-02 -4.00532124e-01 -5.22995418e-01  2.63149889e-01]
 [-1.40731128e-01 -2.47561588e-01  8.42581785e-02 -4.62957690e-04]
 [-2.25008981e-01 -3.44640607e-02  1.08987176e-01  4.68177788e-02]
 [ 6.98916035e-01 -6.18641809e-02 -4.91820625e-02 -7.08123920e-03]
 [-5.40878361e-01 -2.01297832e-01 -2.47383373e-01 -1.20888127e-01]
 [-9.27742986e-02 -1.78150363e-01  3.01789508e-02 -8.02947002e-02]
 [-8.22376626e-02  3.51124535e-01  7.00372328e-02 -4.03266069e-02]
 [-7.28327764e-01 -1.73132185e-01 -8.28218373e-02  1.17311856e-02]
 [-3.41737506e-01  3.08301750e-01 -1.14429142e-01  7.61685862e-03]
 [ 1.57084371e-01  2.87974783e-01 -6.13937254e-02 -6.05064199e-02]
 [-2.76268370e-01 -1.71907446e-01  1.05644250e-01 -4.80578852e-03]
 [-3.18265453e-01  2.83422956e-02 -1.91876971e-01  8.42827208e-03]
 [ 3.55389470e-01 -2.58687707e-01  1.00499603e-01 -8.03029590e-03]
 [-2.17825606e-01  2.50077254e-01 -1.54397444e-03  3.72737648e-02]]",0
clean_15.wav,10,"[[ 1.16922895e+01 -1.68160354e-01 -2.57502044e-01  2.90858754e-02]
 [-2.54302728e+00  8.62342813e-01 -3.44848780e-01 -8.65027528e-02]
 [-1.11057798e+00 -3.84322707e-02 -1.96561530e-01  2.24870525e-02]
 [-6.95571411e+00 -4.81766452e-01 -1.56280868e-01  1.05347796e-01]
 [ 5.55138007e-01  3.39327581e-01  9.56906259e-02  2.05303573e-01]
 [-2.53886820e-02 -1.66206890e-01  3.41125592e-03 -5.57474801e-02]
 [-5.91676462e-01 -1.60335478e-01  1.17240649e-01  7.60292209e-02]
 [ 5.68808438e-01  1.59654318e-01  2.61455189e-01  1.57302275e-01]
 [ 4.54821465e-01  5.67443085e-02  6.11330475e-01 -1.44751653e-01]
 [ 9.41176740e-02 -1.75738062e-01 -5.99369718e-02 -9.67541605e-03]
 [-6.63204384e-01 -3.32109206e-02  1.96413968e-01 -1.31361657e-02]
 [ 7.09945110e-01  1.98039107e-01  1.74621585e-01  6.48697539e-02]
 [-4.69375403e-01 -2.09685821e-01 -1.29349007e-01 -6.60931005e-02]
 [-5.57010079e-01  4.95578378e-02 -1.41808302e-01  7.75953753e-03]
 [-3.80880133e-01  1.02484915e-02 -1.04799822e-01 -3.74096803e-03]
 [ 4.04762279e-01 -2.15930704e-02  1.08046396e-01 -7.73727973e-02]
 [-6.13527753e-02 -1.41185753e-02 -1.60809797e-01  4.06185294e-02]
 [-3.27019844e-01 -3.72717561e-02  2.32925329e-01 -2.68485897e-02]
 [ 3.57363960e-01 -3.38610584e-02 -9.39811091e-03 -1.40744708e-01]
 [-1.15201929e+00 -1.35533747e-01 -2.39840239e-01 -8.41899826e-02]]",0
